Price,Location,Area,Rooms,Bathrooms,Pieces,Type of property,Floor,Condition,Age,Air conditioning,Garden,Furnished,Pool,Heating,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
"230,000 TND",Tunis Belvedere inEl Menzah,80m²,2 Rooms,1 Bathroom,4 Pieces,Apartment,1st,Good condition,1-5 years old,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"230,000 TND",Tunis Belvedere inEl Menzah,99m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,4th,Good condition,1-5 years old,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"780,000 TND",Hammamet inHammamet,350m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
"162,000 TND",Bouhssina inSousse Ville,140m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"90,000 TND",Bouhssina inSousse Ville,90m²,,,,Apartment,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"285,000 TND",Sahline,127m²,,,,Villa,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"330,000 TND",Sahline,240m²,,,,Apartment,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"680,000 TND",Gammarth inLa Marsa,280m²,4 Rooms,2 Bathrooms,5 Pieces,House,,Good condition,5-10 years old,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Hammamet Nord inHammamet,85m²,1 Room,1 Bathroom,3 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes
"170,000 TND",Radès inRades,120m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Good condition,,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"330,000 TND",Hammamet Sud inHammamet,170m²,3 Rooms,3 Bathrooms,4 Pieces,Villa,,New,,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"175,000 TND",Cité El Khadra inCité El Khadra,108m²,,,,Apartment,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"259,500 TND",Cité El Khadra,77m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"730,000 TND",Borj Baccouche inAriana Ville,250m²,5 Rooms,4 Bathrooms,6 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"190,000 TND
												

													Decreased by
													10,000 TND",Montplaisir inTunis,98m²,2 Rooms,1 Bathroom,3 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"180,000 TND",Cité El Khadra inCité El Khadra,96m²,3 Rooms,1 Bathroom,4 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"260,000 TND",Cité El Khadra inCité El Khadra,90m²,,,,Apartment,,,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"375,000 TND",Borj Baccouche inAriana Ville,229m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,1st,Good condition,5-10 years old,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"475,000 TND",Cité Ennasr 2 inAriana Ville,146m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,3rd,New,1-5 years old,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no
"1,300,000 TND",Khezama inSousse Jaouhara,730m²,6 Rooms,3 Bathrooms,9 Pieces,Villa,,Good condition,,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
"180,000 TND",Kélibia,150m²,2 Rooms,1 Bathroom,3 Pieces,House,,New,Less than 1 year,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Price on request,Kélibia,350m²,3 Rooms,1 Bathroom,4 Pieces,Villa,,New,,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
"465,000 TND",El Menzah 9 inEl Menzah,136m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,Good condition,,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"1,500,000 TND",Gammarth inLa Marsa,300m²,4 Rooms,4 Bathrooms,5 Pieces,Villa,,New,,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"1,100,000 TND",Ain Zaghouan Nord inLa Marsa,218m²,5 Rooms,,,Apartment,,,,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"580,000 TND",La Soukra inLa Soukra,160m²,3 Rooms,2 Bathrooms,3 Pieces,Apartment,,Good condition,,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"250,000 TND",Nabeul inNabeul,75m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"900,000 TND",Kélibia,431m²,4 Rooms,3 Bathrooms,4 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"180,000 TND",El Kantaoui inHammam Sousse,37m²,1 Room,1 Bathroom,1 Piece,Apartment,,Good condition,,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"1,800,000 TND",La Soukra inLa Soukra,457m²,4 Rooms,2 Bathrooms,5 Pieces,Villa,,New,,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"206,000 TND",Aouina inLa Marsa,55m²,1 Room,1 Bathroom,3 Pieces,Apartment,,New,Less than 1 year,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no
"535,000 TND",Hammamet Sud inHammamet,200m²,3 Rooms,2 Bathrooms,5 Pieces,Apartment,4th,New,Less than 1 year,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes
"1,180,000 TND",Hammamet inHammamet,380m²,6 Rooms,4 Bathrooms,8 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,200,000 TND",El Menzah 5 inAriana Ville,530m²,6 Rooms,5 Bathrooms,6 Pieces,House,,Due for reform,10-20 years old,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no
"750,000 TND",Gammarth inLa Marsa,200m²,3 Rooms,3 Bathrooms,3 Pieces,Apartment,,New,5-10 years old,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no
"195,000 EUR",Tezdaine,235m²,4 Rooms,2 Bathrooms,5 Pieces,Villa,,New,1-5 years old,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
"2,400,000 TND",Sidi Daoued inLa Marsa,799m²,6 Rooms,6 Bathrooms,7 Pieces,Villa,,Good condition,5-10 years old,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"750,000 TND",Mnihla inMnihla,405m²,6 Rooms,6 Bathrooms,9 Pieces,Villa,,New,1-5 years old,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"1,300,000 TND",Yasmine Hammamet inHammamet,730m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"610,000 TND",Cité Ennasr 2 inAriana Ville,200m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,,Good condition,5-10 years old,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"225,000 TND",Bou Mhel inBoumhel Bassatine,95m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,3rd,Good condition,5-10 years old,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Hammamet Sud inHammamet,75m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"580,000 TND",Les Jardins de Carthage inLe Kram,105m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
"457,000 TND",La Soukra inLa Soukra,127m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
"740,000 TND",Ain Zaghouan Nord inLa Marsa,170m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,,New,,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"1,700,000 TND",La Marsa inLa Marsa,970m²,1 Room,1 Bathroom,,House,,Good condition,,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"3,100,000 TND",Mutuelle Ville inEl Menzah,1003m²,6 Rooms,3 Bathrooms,3 Pieces,Apartment,,Good condition,10-20 years old,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,El Manar 1 inEl Menzah,550m²,5 Rooms,4 Bathrooms,10 Pieces,Villa,,Good condition,,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
"650,000 TND",Les Berges Du Lac 1 inLa Marsa,205m²,4 Rooms,2 Bathrooms,5 Pieces,Apartment,4th,Good condition,,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no
"349,000 TND",Cité Ennasr 1 inAriana Ville,140m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,2nd,Good condition,10-20 years old,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
"230,000 TND",El Menzah 1 inEl Menzah,135m²,5 Rooms,2 Bathrooms,5 Pieces,Apartment,5th,Due for reform,,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"450,000 TND",La Manouba inLa Manouba,289m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"360,000 TND",El Menzah,100m²,,,,Apartment,,,,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"750,000 TND",Le Bardo,246m²,,,,Villa,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"140,000 TND",Khaznadar inLe Bardo,90m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"90,000 EUR",Aouina inLa Marsa,85m²,2 Rooms,1 Bathroom,4 Pieces,Apartment,,Good condition,,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
"960,000 TND",Menzel Temime,440m²,12 Rooms,4 Bathrooms,5 Pieces,Villa,,Good condition,5-10 years old,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes
Price on request,Mutuelle Ville inEl Menzah,765m²,3 Rooms,3 Bathrooms,4 Pieces,Villa,,Due for reform,10-20 years old,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"820,000 TND",Borj Louzir inLa Soukra,730m²,4 Rooms,2 Bathrooms,5 Pieces,House,,Good condition,30-50 years old,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Bhar Lazreg inLa Marsa,240m²,4 Rooms,3 Bathrooms,6 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"2,300,000 TND",Gammarth inLa Marsa,600m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,Good condition,5-10 years old,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
"1,700,000 TND",La Marsa,670m²,,,,Villa,,,,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"335,000 TND",La Marsa,140m²,,,,Apartment,,,,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"280,000 TND",Ain Zaghouan Nord inLa Marsa,85m²,,,,Apartment,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"165,000 TND",La Marsa,80m²,,,,Apartment,,,,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,500,000 TND",La Marsa inLa Marsa,250m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,1st,Good condition,1-5 years old,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no
"470,000 TND",Hammamet inHammamet,190m²,2 Rooms,1 Bathroom,3 Pieces,House,,Good condition,10-20 years old,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
"199,000 TND",Chott Meriem inAkouda,45m²,1 Room,1 Bathroom,2 Pieces,Apartment,,Good condition,10-20 years old,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes
Price on request,Hammamet inHammamet,135m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,1st,Good condition,Less than 1 year,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"249,000 TND",Cité Bou Mhel inBoumhel Bassatine,106m²,2 Rooms,1 Bathroom,3 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"255,000 TND",Cité Bou Mhel inBoumhel Bassatine,116m²,,,,Apartment,,,,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"870,000 TND",Cité Bou Mhel inBoumhel Bassatine,360m²,,,,Villa,,,,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"800,000 TND",Cité Bou Mhel inBoumhel Bassatine,240m²,,,,Villa,,,,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"265,000 TND",Cité Bou Mhel inBoumhel Bassatine,106m²,,,,Apartment,,,,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,500,000 TND",Mornag inMornag,535m²,,,,Villa,,,,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no
"670,000 TND",Cité Bou Mhel inBoumhel Bassatine,200m²,,,,Villa,,,,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"750,000 TND",Mornag inMornag,420m²,,,,Villa,,,,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no
"600,000 TND",Hammamet Sud inHammamet,400m²,4 Rooms,3 Bathrooms,4 Pieces,Villa,,New,Less than 1 year,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no
"560,000 TND",Sidi Daoued inLa Marsa,122m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,3rd,Good condition,5-10 years old,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no
"298,200 TND",Ben Arous,131m²,,,,Apartment,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"610,000 TND",Ben Arous,320m²,,,,Villa,,,,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"650,000 TND",Ben Arous,451m²,,,,Villa,,,,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"125,000 TND",Ben Arous,71m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"2,266,000 TND",Tantana,735m²,4 Rooms,2 Bathrooms,5 Pieces,Villa,,Good condition,,no,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"810,000 TND",Borj Baccouche inAriana Ville,430m²,5 Rooms,3 Bathrooms,8 Pieces,Villa,,Good condition,20-30 years old,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
"1,400,000 TND",Hammam Lif inHammam Lif,1100m²,6 Rooms,5 Bathrooms,9 Pieces,Villa,,Good condition,20-30 years old,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"215,000 TND",Les Jardins d'El Menzah 2 inAriana Ville,75m²,1 Room,1 Bathroom,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,La Manouba inLa Manouba,120m²,2 Rooms,1 Bathroom,,Apartment,4th,Good condition,5-10 years old,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no
Price on request,Hammamet Nord inHammamet,115m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,,New,,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Gammarth Supérieur inLa Marsa,350m²,6 Rooms,4 Bathrooms,7 Pieces,Villa,,,,yes,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"420,000 TND",Hammamet inHammamet,140m²,3 Rooms,2 Bathrooms,4 Pieces,House,,New,,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no
Price on request,La Medina,280m²,5 Rooms,1 Bathroom,6 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,100,000 TND",Ain Zaghouan Nord inLa Marsa,236m²,4 Rooms,3 Bathrooms,5 Pieces,Apartment,3rd,New,,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no
"560,000 TND",Hammamet inHammamet,,2 Rooms,2 Bathrooms,6 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
"1,090,000 TND",El Menzah 5 inAriana Ville,600m²,4 Rooms,2 Bathrooms,4 Pieces,Villa,,Due for reform,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,380,000 TND",El Manar 1 inEl Menzah,580m²,5 Rooms,4 Bathrooms,5 Pieces,Villa,,Good condition,,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"275,000 TND",Aouina inLa Marsa,140m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,1st,Good condition,5-10 years old,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
"300,000 TND",Aouina inLa Marsa,145m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,6th,Good condition,5-10 years old,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
"450,000 TND",Hammamet Sud inHammamet,300m²,4 Rooms,4 Bathrooms,4 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes
"400,000 TND",La Soukra inLa Soukra,171m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,5-10 years old,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no
"140,000 TND",La Manouba inLa Manouba,97m²,3 Rooms,1 Bathroom,1 Piece,Apartment,2nd,Good condition,10-20 years old,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
"530,000 TND",Sahloul inSousse Jaouhara,179m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,3rd,New,,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no
"395,000 TND",La Soukra inLa Soukra,180m²,4 Rooms,1 Bathroom,5 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no
"145,000 TND",Cité El Mansoura inLa Soukra,139m²,2 Rooms,1 Bathroom,3 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,300,000 TND",Bou Mhel inBoumhel Bassatine,561m²,9 Rooms,3 Bathrooms,12 Pieces,Apartment,,New,1-5 years old,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,400,000 TND",Cité Militaire inEl Omrane,628m²,6 Rooms,3 Bathrooms,8 Pieces,Villa,,Good condition,10-20 years old,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"870,000 TND",La Soukra inLa Soukra,500m²,4 Rooms,3 Bathrooms,5 Pieces,House,,Good condition,5-10 years old,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"262,000 TND",Yasmine Hammamet inHammamet,75m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Sidi Bousaid inCarthage,120m²,2 Rooms,2 Bathrooms,,Villa,,New,1-5 years old,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Les Berges Du Lac 2 inLa Marsa,314m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"395,000 TND",Gammarth Village inLa Marsa,120m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,1-5 years old,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
Price on request,La Marsa inLa Marsa,615m²,3 Rooms,1 Bathroom,4 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Cité el Ghazela inRaoued,270m²,3 Rooms,3 Bathrooms,5 Pieces,Villa,,Good condition,,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Les Berges Du Lac 2 inLa Marsa,600m²,5 Rooms,4 Bathrooms,7 Pieces,Villa,,New,,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"820,000 TND",Hammamet inHammamet,250m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,Good condition,,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"230,000 TND",Sidi El Mahrsi inNabeul,90m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,2nd,Due for reform,10-20 years old,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"1,200,000 TND",La Marsa inLa Marsa,280m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no
"210,000 TND",Kélibia,305m²,4 Rooms,2 Bathrooms,9 Pieces,House,,New,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"60,000 TND",Kélibia,100m²,2 Rooms,1 Bathroom,2 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"300,000 TND",Bizerte Nord,140m²,7 Rooms,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Aghir,155m²,3 Rooms,2 Bathrooms,3 Pieces,Villa,,New,Less than 1 year,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
"370,000 TND
												

													Decreased by
													25,000 TND",El Maamoura,250m²,3 Rooms,1 Bathroom,3 Pieces,House,,Good condition,,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"160,000 TND",Hammamet Sud inHammamet,85m²,2 Rooms,1 Bathroom,2 Pieces,House,,Good condition,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"750,000 TND",Hammamet Sud inHammamet,500m²,4 Rooms,4 Bathrooms,6 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes
"750,000 TND
												

													Decreased by
													100,000 TND",El Haouaria,1000m²,7 Rooms,5 Bathrooms,8 Pieces,Villa,,Good condition,,yes,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no
"1,200,000 TND",Cité Ennasr 2 inAriana Ville,550m²,4 Rooms,4 Bathrooms,,House,,Good condition,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"550,000 TND",Hammamet inHammamet,244m²,3 Rooms,2 Bathrooms,4 Pieces,House,,Good condition,,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"460,000 TND",Cité Ennasr 2 inAriana Ville,170m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,3rd,Good condition,10-20 years old,yes,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no
"1,890,000 TND",El Menzah 7 inAriana Ville,704m²,6 Rooms,4 Bathrooms,8 Pieces,Villa,,Good condition,5-10 years old,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
