Type,Price,Location,Area,Pieces,Rooms,Bathrooms,Condition,Air conditioning,Garden,Heating,Furnished,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Pool,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views,Stage,Age,uknown
house,"4,500 TNDDecreased by500 TND",Cité Les Pins inLa Marsa,450m²,9 Pieces,8 Rooms,6 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,,,
house,"1,800 TND",Cité Du Stade inLa Marsa,70m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
house,"1,600 TND",La Marsa inLa Marsa,110m²,,1 Room,1 Bathroom,New,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,Less than 1 year,
house,,Raoued inRaoued,70m²,3 Pieces,2 Rooms,2 Bathrooms,New,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,,,
apartment,"1,200 TND",Les Berges Du Lac 1 inLa Marsa,60m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,2ndstage,1-5 years old,
apartment,,Gammarth inLa Marsa,300m²,2 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,,,
house,"5,500 TND",La Marsa inLa Marsa,600m²,,5 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,no,,,1 Piece
apartment,"2,500 TND",La Marsa inLa Marsa,130m²,,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,,,1 Piece
house,"3,500 TND",La Marsa inLa Marsa,140m²,,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,,1 Piece
apartment,"1,400 TND",Le Kram inLe Kram,90m²,3 Pieces,2 Rooms,1 Bathroom,New,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,2ndstage,1-5 years old,
apartment,800 TND,Sahloul inSousse Ville,,,1 Room,1 Bathroom,New,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,3rdstage,Less than 1 year,1 Piece
apartment,"2,600 TND",Les Jardins de Carthage inLe Kram,80m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,1ststage,Less than 1 year,
house,"6,500 TND",Les Berges Du Lac 2 inLa Marsa,300m²,5 Pieces,4 Rooms,4 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,,Less than 1 year,
house,"12,000 TND",Gammarth inLa Marsa,,4 Pieces,4 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,,
house,"5,000 TND",Cité Les Pins inLa Marsa,,8 Pieces,8 Rooms,1 Bathroom,New,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"2,000 TND",Cité Du Stade inLa Marsa,,2 Pieces,2 Rooms,1 Bathroom,New,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"5,000 TND",La Marsa inLa Marsa,,5 Pieces,5 Rooms,1 Bathroom,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
house,"3,700 TND",La Marsa inLa Marsa,,3 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"3,000 TND",Cité Ennasr 2 inAriana Ville,368m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,,1-5 years old,
house,"3,300 TND",Mutuelle Ville inEl Menzah,400m²,7 Pieces,6 Rooms,3 Bathrooms,Good condition,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,10-20 years old,
house,"18,000 TND",Les Berges Du Lac 2 inLa Marsa,1300m²,9 Pieces,8 Rooms,6 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,,5-10 years old,
apartment,"4,400 TND",Cité Les Pins inLa Marsa,300m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
apartment,"2,200 TND",La Soukra inLa Soukra,200m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
house,"2,300 TND",La Marsa inLa Marsa,150m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,,1-5 years old,
house,"6,500 TND",La Soukra inLa Soukra,650m²,6 Pieces,5 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,,1-5 years old,
apartment,"1,700 TND",Sidi Daoued inLa Marsa,140m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
house,"5,000 TND",Cité des Juges inRaoued,400m²,4 Pieces,5 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,,1-5 years old,
apartment,550 TNDDecreased by50 TND,Sousse Riadh inSousse Ville,45m²,,1 Room,1 Bathroom,Good condition,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,yes,no,3rdstage,Less than 1 year,1 Piece
house,"1,150 TND",Les Jardins d'El Menzah 2 inAriana Ville,150m²,5 Pieces,5 Rooms,2 Bathrooms,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,Less than 1 year,
apartment,"2,800 TNDDecreased by200 TND",Les Berges Du Lac 1 inLa Marsa,150m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,3rdstage,1-5 years old,
apartment,900 TND,Cité Ennasr 2 inAriana Ville,60m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,2ndstage,5-10 years old,
house,"2,500 TND",Gammarth Supérieur inLa Marsa,300m²,,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,,20-30 years old,
house,,Sousse Riadh inSousse Riadh,43m²,,1 Room,1 Bathroom,Good condition,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,,5-10 years old,1 Piece
apartment,"1,300 TND",Aouina inLa Marsa,100m²,3 Pieces,3 Rooms,2 Bathrooms,Good condition,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,,,
apartment,"4,000 TND",La Marsa inLa Marsa,160m²,,,,,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,yes,,,
house,"24,000 TND",Les Berges Du Lac 2 inLa Marsa,1200m²,6 Pieces,5 Rooms,5 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,,5-10 years old,
house,"8,500 TND",Sidi Bousaid inCarthage,220m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,,5-10 years old,
apartment,"1,200 TND",Charguia 1 inLa Soukra,47m²,,1 Room,1 Bathroom,New,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,,Less than 1 year,1 Piece
house,"5,500 TND",Sidi Bousaid inCarthage,300m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,,
apartment,"1,800 TND",Carthage Byrsa inCarthage,120m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"2,000 TND",Mutuelle Ville inEl Menzah,130m²,4 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2ndstage,Less than 1 year,
apartment,"3,700 TND",La Marsa inLa Marsa,250m²,5 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,,
apartment,"6,000 TND",Sidi Bousaid inCarthage,800m²,,3 Rooms,3 Bathrooms,Good condition,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,1-5 years old,
house,"3,800 TND",Mutuelle Ville inEl Menzah,300m²,6 Pieces,6 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,5-10 years old,
apartment,"2,000 TND",El Manar 2 inEl Menzah,150m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,1ststage,5-10 years old,
house,"5,000 TND",Les Berges Du Lac 1 inLa Marsa,400m²,4 Pieces,3 Rooms,5 Bathrooms,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,,,
apartment,"2,700 TND",Gammarth Supérieur inLa Marsa,160m²,,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,,,1 Piece
apartment,"4,500 TND",Les Jardins de Carthage inLe Kram,285m²,,3 Rooms,4 Bathrooms,New,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,,,1 Piece
apartment,"1,000 TND",Bou Mhel inBoumhel Bassatine,95m²,2 Pieces,2 Rooms,1 Bathroom,New,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,2ndstage,Less than 1 year,
house,"4,000 TND",Chotrana 2 inLa Soukra,1000m²,6 Pieces,5 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,,10-20 years old,
house,"6,000 TND",Gammarth Supérieur inLa Marsa,900m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,,5-10 years old,
house,"6,500 TND",Gammarth inLa Marsa,900m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
house,"7,000 TND",La Marsa inLa Marsa,770m²,5 Pieces,4 Rooms,3 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,,1-5 years old,
apartment,"4,500 TND",La Marsa inLa Marsa,,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,1ststage,,
apartment,"5,000 TND",La Marsa inLa Marsa,,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,,,
apartment,"2,700 TND",Les Berges Du Lac 1 inLa Marsa,,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,,,
apartment,"1,350 TND",Les Berges Du Lac 1 inLa Marsa,,3 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,,,
house,"9,500 TND",Gammarth inLa Marsa,350m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,,,
apartment,"1,750 TND",Les Berges Du Lac 1 inLa Marsa,,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,,,
apartment,"2,000 TND",Les Jardins de Carthage inLe Kram,100m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,,
apartment,"3,500 TND",La Marsa inLa Marsa,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,,,
apartment,900 TND,El Kantaoui inHammam Sousse,85m²,5 Pieces,2 Rooms,1 Bathroom,Good condition,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,,,
apartment,"1,500 TND",El Kantaoui inHammam Sousse,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,1ststage,,
apartment,,Cité Essalem inBoumhel Bassatine,,3 Pieces,2 Rooms,2 Bathrooms,Good condition,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,,,
apartment,"3,100 TND",Chott Meriem inAkouda,100m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,1ststage,,
apartment,"1,300 TND",La Soukra inLa Soukra,80m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,5-10 years old,
apartment,"3,000 TND",Sousse Corniche,240m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,,,
house,"1,700 TND",La Soukra inLa Soukra,160m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,1ststage,Less than 1 year,
apartment,"1,200 TND",Ariana inAriana Ville,140m²,4 Pieces,3 Rooms,1 Bathroom,New,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,,Less than 1 year,
apartment,"1,300 TND",Chotrana 1 inLa Soukra,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,2ndstage,Less than 1 year,
house,580 TND,Le Bardo inLe Bardo,30m²,10 Pieces,1 Room,1 Bathroom,New,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,,5-10 years old,
apartment,720 TND,La Soukra inLa Soukra,65m²,,1 Room,1 Bathroom,New,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,,1-5 years old,1 Piece
apartment,"3,000 TND",Gammarth inLa Marsa,116m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
house,"3,500 TND",Sidi Bousaid inCarthage,120m²,3 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,,20-30 years old,
apartment,"2,400 TND",La Soukra inLa Soukra,155m²,4 Pieces,4 Rooms,3 Bathrooms,Good condition,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,300 TND",La Marsa inLa Marsa,70m²,3 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,,20-30 years old,
apartment,"2,500 TND",La Soukra inLa Soukra,,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,2ndstage,1-5 years old,
apartment,,La Marsa inLa Marsa,220m²,5 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,,,
apartment,750 TND,Bou Mhel inBoumhel Bassatine,70m²,,1 Room,1 Bathroom,New,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,,,1 Piece
apartment,"1,500 TND",Sousse Corniche inSousse Ville,150m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,1ststage,5-10 years old,
house,750 TND,Bab Bhar inTunis,95m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4thstage,,
apartment,"1,200 TND",Raoued inRaoued,120m²,4 Pieces,3 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,Less than 1 year,
apartment,"1,600 TND",La Soukra inLa Soukra,137m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,,,
apartment,"1,000 TND",Hammamet Nord inHammamet,100m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,,,
house,"1,000 TND",Raoued inRaoued,100m²,3 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,Less than 1 year,
apartment,"5,500 TND",Les Berges Du Lac 2 inLa Marsa,220m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,,,
apartment,750 TND,Hergla,100m²,,2 Rooms,1 Bathroom,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,2ndstage,1-5 years old,1 Piece
house,"8,000 TND",La Marsa inLa Marsa,1000m²,6 Pieces,4 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,,,
apartment,"1,000 TND",Sidi Frej inLa Soukra,110m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,,Less than 1 year,
apartment,"5,700 TND",Les Berges Du Lac 2 inLa Marsa,170m²,4 Pieces,3 Rooms,2 Bathrooms,New,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,,,
apartment,190 TND,Hammamet Nord inHammamet,144m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,4thstage,1-5 years old,
apartment,"1,500 TND",Ain Zaghouan Sud inLa Marsa,140m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"2,500 TND",Les Berges Du Lac 1 inLa Marsa,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"3,500 TND",La Marsa inLa Marsa,400m²,7 Pieces,6 Rooms,6 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,,
house,,Les Berges Du Lac 2 inLa Marsa,783m²,6 Pieces,5 Rooms,5 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,,,
house,,La Marsa inLa Marsa,,,5 Rooms,3 Bathrooms,Good condition,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,,1 Piece
house,"2,000 TND",Ain Zaghouan Nord inLa Marsa,140m²,,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,,,1 Piece
apartment,"4,800 TND",Les Berges Du Lac 1 inLa Marsa,310m²,,3 Rooms,3 Bathrooms,Good condition,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,4thstage,5-10 years old,1 Piece
apartment,"1,200 TND",Cité Ennasr 2 inAriana Ville,110m²,2 Pieces,1 Room,1 Bathroom,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,1-5 years old,
house,"5,500 TND",Mutuelle Ville inEl Menzah,450m²,7 Pieces,5 Rooms,3 Bathrooms,New,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,1-5 years old,
house,"5,900 TND",El Menzah 8 inAriana Ville,1000m²,9 Pieces,7 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,10-20 years old,
house,"11,000 TND",Les Berges Du Lac 1 inLa Marsa,500m²,6 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,,5-10 years old,
house,"4,500 TND",Gammarth Supérieur inLa Marsa,400m²,6 Pieces,5 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,yes,,10-20 years old,
apartment,850 TND,Cité Ennasr 1 inAriana Ville,60m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,,,
house,"4,500 TND",Les Jardins de Carthage inLe Kram,300m²,5 Pieces,4 Rooms,4 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,,,
apartment,"1,000 TND",La Marsa inLa Marsa,70m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,,
apartment,"4,500 TND",La Marsa inLa Marsa,200m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,,1-5 years old,
apartment,"1,350 TND",Cité Ennasr 2 inAriana Ville,63m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,,,
apartment,"1,250 TND",Neapolis inNabeul,120m²,2 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,,,
apartment,"1,500 TND",Hammamet inHammamet,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"2,500 TND",Sousse Corniche inSousse Ville,125m²,,,,,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,,,
house,"1,200 TND",Cité El Khalil inLa Marsa,65m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,,,
house,"2,500 TND",La Marsa inLa Marsa,145m²,5 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,850 TND,Ain Zaghouan Nord inLa Marsa,60m²,2 Pieces,1 Room,1 Bathroom,Good condition,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,,,
house,800 TND,Aouina inLa Marsa,85m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,880 TND,Aouina inLa Marsa,60m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,,,
apartment,"1,350 TND",Ain Zaghouan Sud inLa Marsa,122m²,4 Pieces,3 Rooms,2 Bathrooms,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
